,Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time.1,Moving Time,Distance.1,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort.1,Commute.1,Total Weight Lifted,From Upload,Grade Adjusted Distance,data_ano,data_mes,dia_semana,tempo_min
966,10829771213,"Feb 22, 2024, 10:51:14 PM",Corrida na UFPE,Run,,2687,5.38,182.0,26.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11577057845.tcx.gz,,,2687.0,1953.0,5385.62353515625,3.8887884616851807,2.757615566253662,0.0,0.0,14.100000381469728,15.899999618530272,5.554653167724609,0.0037135905586183,,,89.0,87.77251434326172,,140.14462280273438,,,347.0,,,26.0,0.0,,1.0,5389.10009765625,2024,2,Quinta,44.78333333333333
967,10844427780,"Feb 26, 2024, 10:20:17 PM",Treino academia,Weight Training,,3772,0.0,133.0,9.0,False,,,activities/11592293926.tcx.gz,,,3772.0,3772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,99.99072265625,,,378.0,,,9.0,0.0,,1.0,,2024,2,Segunda,62.86666666666667
968,10861522698,"Feb 28, 2024, 10:17:06 PM",Caminhada de Aquecimento,Walk,,1123,1.29,137.0,3.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11609891709.tcx.gz,,,1123.0,1123.0,1296.272216796875,4.058834075927734,1.154292106628418,0.0,0.0,14.199999809265137,15.0,1.049666404724121,-0.0540010035037994,,,70.0,34.84962463378906,,125.97994995117188,,,131.0,,,3.0,0.0,,1.0,,2024,2,Quarta,18.716666666666665
969,10861522794,"Feb 28, 2024, 10:32:45 PM",Corrida na UFPE,Run,,2932,5.42,180.0,13.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11609891798.tcx.gz,,,2932.0,1988.0,5428.27783203125,5.554662227630615,2.7305221557617188,0.0,2.1449999809265137,13.699999809265137,15.899999618530272,4.851394176483154,0.007368819322437,,,92.0,88.5915756225586,,127.03348541259766,,,294.0,,,13.0,0.0,,1.0,5432.5,2024,2,Quarta,48.86666666666667
970,10873775662,"Mar 1, 2024, 10:38:25 PM",Caminhada de Aquecimento,Walk,,2122,2.71,144.0,5.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11622506910.tcx.gz,,,2122.0,2122.0,2717.986328125,3.1226072311401367,1.2808624505996704,3.587500095367432,8.359247207641602,9.0,15.399999618530272,9.722599983215332,-0.1361301839351654,,,68.0,54.98394775390625,,123.5645523071289,,,197.0,,,5.0,0.0,,1.0,,2024,3,Sexta,35.36666666666667
971,10873775864,"Mar 1, 2024, 11:01:14 PM",Corrida na UFPE,Run,,2408,5.38,189.0,73.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11622507023.tcx.gz,,,2408.0,1976.0,5379.60791015625,3.595190048217773,2.722473621368408,0.0,0.0,15.100000381469728,15.899999618530272,1.3687313795089722,0.0074354861862957,,,91.0,87.82774353027344,,162.03404235839844,,,426.0,,,73.0,0.0,,1.0,5382.7001953125,2024,3,Sexta,40.13333333333333
972,10895273628,"Mar 4, 2024, 10:07:08 PM",Treino academia,Weight Training,,3792,0.0,139.0,11.0,False,,,activities/11650141474.tcx.gz,,,3792.0,3792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,107.8206787109375,,,442.0,,,11.0,0.0,,1.0,,2024,3,Segunda,63.2
973,10913657548,"Mar 7, 2024, 9:53:53 PM",Caminhada de Aquecimento,Walk,,968,1.36,163.0,4.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11669903884.tcx.gz,,,968.0,968.0,1359.058837890625,9.905826568603516,1.4039876461029053,0.0,0.0,14.199999809265137,15.199999809265137,1.0521154403686523,-0.0588642656803131,,,67.0,41.85846710205078,,120.44779205322266,,,135.0,,,4.0,0.0,,1.0,,2024,3,Quinta,16.133333333333333
974,10913657648,"Mar 7, 2024, 10:10:58 PM",Corrida na UFPE,Run,,3094,4.87,176.0,14.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11669903934.tcx.gz,,,3094.0,1452.0,4874.98828125,4.844024181365967,3.357429981231689,0.0,2.144444465637207,13.699999809265137,15.899999618530272,6.724188804626465,0.0246154442429542,,,91.0,88.52904510498047,,133.8278045654297,,,294.0,,,14.0,0.0,,1.0,4881.7001953125,2024,3,Quinta,51.56666666666667
975,10960886174,"Mar 10, 2024, 2:20:53 PM",Caminhada na UFPE,Walk,,2454,3.08,155.0,9.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11718934797.tcx.gz,,,2454.0,2454.0,3081.913818359375,2.285018920898437,1.2558720111846924,0.0,0.0,13.699999809265137,15.100000381469728,2.2164340019226074,-0.0032447369303554,,,68.0,51.6029052734375,,122.970458984375,,,295.0,,,9.0,0.0,,1.0,,2024,3,Domingo,40.9
976,10960886212,"Mar 13, 2024, 10:05:07 PM",Treino academia,Weight Training,,3856,0.0,113.0,7.0,False,,,activities/11718934913.tcx.gz,,,3856.0,3856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,89.79097747802734,,,309.0,,,7.0,0.0,,1.0,,2024,3,Quarta,64.26666666666667
977,10975390337,"Mar 15, 2024, 10:05:18 PM",Treino academia,Weight Training,,4956,0.0,178.0,22.0,False,,,activities/11733969018.tcx.gz,,,4956.0,4956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,112.5663833618164,,,597.0,,,22.0,0.0,,1.0,,2024,3,Sexta,82.6
978,10975390374,"Mar 16, 2024, 10:09:57 PM",Caminhada de Aquecimento,Walk,,1274,2.02,156.0,7.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11733969058.tcx.gz,,,1274.0,1274.0,2025.5225830078125,2.7196297645568848,1.5898901224136353,0.0,0.0,13.699999809265137,15.300000190734863,1.9444799423217771,0.0197479892522096,,,68.0,45.13394165039063,,130.5316162109375,,,195.0,,,7.0,0.0,,1.0,,2024,3,Sabado,21.233333333333334
979,10975390409,"Mar 16, 2024, 10:31:26 PM",Corrida na UFPE,Run,,1996,4.4,180.0,56.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11733969100.tcx.gz,,,1996.0,1533.0,4408.04833984375,4.562061309814453,2.875439167022705,0.0,0.0,13.699999809265137,15.300000190734863,1.990779519081116,-0.0090743107721209,,,91.0,87.4661865234375,,162.55810546875,,,343.0,,,56.0,0.0,,1.0,4409.7001953125,2024,3,Sabado,33.266666666666666
980,10992528573,"Mar 18, 2024, 10:12:13 PM",Caminhada de Aquecimento,Walk,,1089,1.02,134.0,2.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11752149972.tcx.gz,,,1089.0,1089.0,1022.775390625,2.4161415100097656,0.9391919374465942,0.0,0.0,14.5,15.0,1.0086208581924438,-0.0195546355098485,,,69.0,58.09455108642578,,119.93269348144533,,,89.0,,,2.0,0.0,,1.0,,2024,3,Segunda,18.15
981,10992528760,"Mar 18, 2024, 10:26:14 PM",Corrida na UFPE,Run,,3312,5.32,189.0,74.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11752150081.tcx.gz,,,3312.0,2162.0,5321.46142578125,3.3955249786376958,2.461360454559326,0.0,0.0,14.100000381469728,15.899999618530272,6.834330558776856,-0.0037583662196993,,,91.0,88.58793640136719,,161.0733184814453,,,458.0,,,74.0,0.0,,1.0,5324.2998046875,2024,3,Segunda,55.2
